Title,Url,Price,ISBN-10,ISBN,Author,Format,Pages,Publisher,Language
Saved by the Rancher (Book One: The Hunted Series),https://bulkbookstore.com/saved-by-the-rancher-book-one-the-hunted-series-9780062268037,8.99,0062268031,b'9780062268037',Jennifer Ryan,Paperback,464.0,"HarperCollins (March 26, 2013)",English
"Fancy Nancy: Nancy Clancy, Star of Stage and Screen",https://bulkbookstore.com/fancy-nancy-nancy-clancy-star-of-stage-and-screen-9780062269645,9.99,006226964X,b'9780062269645',"Jane O'Connor, Robin Preiss Glasser",Hardcover,128.0,"HarperCollins (February 3, 2015)",English
Fancy Nancy: Sand Castles and Sand Palaces,https://bulkbookstore.com/fancy-nancy-sand-castles-and-sand-palaces-9780062269546,4.99,0062269542,b'9780062269546',"Jane O'Connor, Robin Preiss Glasser",Paperback,24.0,"HarperCollins (April 22, 2014)",English
Twelve Recipes,https://bulkbookstore.com/twelve-recipes-9780062270306,27.99,0062270303,b'9780062270306',Cal Peternell,Hardcover,304.0,"HarperCollins (October 21, 2014)",English
The Eighth Day,https://bulkbookstore.com/the-eighth-day-9780062272157,16.99,0062272152,b'9780062272157',"Dianne K. Salerni, David McClellan",Hardcover,320.0,"HarperCollins (April 22, 2014)",English
The Exorcist,https://bulkbookstore.com/the-exorcist-9780061007224,7.99,0061007226,b'9780061007224',William Peter Blatty,Paperback,400.0,"HarperCollins (May 28, 2013)",English
Pete the Cat and His Magic Sunglasses,https://bulkbookstore.com/pete-the-cat-and-his-magic-sunglasses-9780062275578,18.89,0062275577,b'9780062275578',"James Dean, James Dean, Kimberly Dean",Hardcover,40.0,"HarperCollins (October 1, 2013)",English
The Keepers: The Box and the Dragonfly,https://bulkbookstore.com/the-keepers-the-box-and-the-dragonfly-9780062275820,16.99,0062275828,b'9780062275820',"Ted Sanders, Iacopo Bruno",Hardcover,544.0,"HarperCollins (March 3, 2015)",English
Cycle of Lies (The Fall of Lance Armstrong),https://bulkbookstore.com/cycle-of-lies-the-fall-of-lance-armstrong-9780062277237,15.99,0062277235,b'9780062277237',Juliet Macur,Paperback,480.0,"HarperCollins (April 7, 2015)",English
Paula (A Memoir),https://bulkbookstore.com/paula-a-memoir-9780061564901,16.99,0061564907,b'9780061564901',Isabel Allende,Paperback,368.0,"HarperCollins (May 7, 2013)",English
"Smoke (How a Small-Town Girl Accidentally Wound Up Smuggling 7,000 Pounds of Marijuana with the Pot Princess of Beverly Hills)",https://bulkbookstore.com/smoke-how-a-small-town-girl-accidentally-wound-up-smuggling-7-000-pounds-of-marijuana-with-the-pot-princess-of-beverly-hills-9780062281906,15.99,0062281909,b'9780062281906',Meili Cady,Paperback,272.0,"HarperCollins (March 24, 2015)",English
The December Project (An Extraordinary Rabbi and a Skeptical Seeker Confront Life's Greatest Mystery),https://bulkbookstore.com/the-december-project-an-extraordinary-rabbi-and-a-skeptical-seeker-confront-lifes-greatest-mystery-9780062281753,14.99,0062281755,b'9780062281753',Sara Davidson,Paperback,208.0,"HarperCollins (April 7, 2015)",English
Terms of Service (Social Media and the Price of Constant Connection),https://bulkbookstore.com/terms-of-service-social-media-and-the-price-of-constant-connection-9780062282460,26.99,0062282468,b'9780062282460',Jacob Silverman,Hardcover,448.0,"HarperCollins (March 17, 2015)",English
Big Nate: In a Class by Himself,https://bulkbookstore.com/big-nate-in-a-class-by-himself-9780062283597,7.99,0062283596,b'9780062283597',"Lincoln Peirce, Lincoln Peirce",Paperback,224.0,"HarperCollins (March 10, 2015)",English
Root to Leaf (A Southern Chef Cooks Through the Seasons),https://bulkbookstore.com/root-to-leaf-a-southern-chef-cooks-through-the-seasons-9780062283696,45.0,0062283693,b'9780062283696',Steven Satterfield,Hardcover,496.0,"HarperCollins (March 3, 2015)",English
A Deadly Wandering (A Tale of Tragedy and Redemption in the Age of Attention),https://bulkbookstore.com/a-deadly-wandering-a-tale-of-tragedy-and-redemption-in-the-age-of-attention-9780062284068,28.99,0062284061,b'9780062284068',Matt Richtel,Hardcover,416.0,"HarperCollins (September 23, 2014)",English
Pretty Little Liars #16: Vicious,https://bulkbookstore.com/pretty-little-liars-16-vicious-9780062287045,17.99,0062287044,b'9780062287045',Sara Shepard,Hardcover,352.0,"HarperCollins (December 2, 2014)",English
The First Phone Call from Heaven (A Novel),https://bulkbookstore.com/the-first-phone-call-from-heaven-a-novel-9780062294401,16.99,0062294407,b'9780062294401',Mitch Albom,Paperback,336.0,"HarperCollins (October 21, 2014)",English
Lost River (A Cooper & Fry Mystery),https://bulkbookstore.com/lost-river-a-cooper-fry-mystery-9780062365750,11.99,0062365754,b'9780062365750',Stephen Booth,Paperback,416.0,"HarperCollins (August 12, 2014)",English
Did God Kill Jesus? (Searching for Love in History's Most Famous Execution),https://bulkbookstore.com/did-god-kill-jesus-searching-for-love-in-historys-most-famous-execution-9780062297969,26.99,0062297961,b'9780062297969',Tony Jones,Hardcover,304.0,"HarperCollins (March 24, 2015)",English
"Joey and Johnny, the Ninjas: Get Mooned",https://bulkbookstore.com/joey-and-johnny-the-ninjas-get-mooned-9780062299338,12.99,0062299336,b'9780062299338',"Kevin Serwacki, Chris Pallace, Chris Pallace, Kevin Serwacki",Hardcover,320.0,"HarperCollins (March 31, 2015)",English
Welcome to Braggsville (A Novel),https://bulkbookstore.com/welcome-to-braggsville-a-novel-9780062302120,25.99,0062302124,b'9780062302120',T. Geronimo Johnson,Hardcover,384.0,"HarperCollins (February 17, 2015)",English
"True Story tie-in edition (Murder, Memoir, Mea Culpa)",https://bulkbookstore.com/true-story-tie-in-edition-murder-memoir-mea-culpa-9780062339270,17.99,0062339273,b'9780062339270',Michael Finkel,Paperback,352.0,"HarperCollins (April 7, 2015)",English
Sapiens (A Brief History of Humankind),https://bulkbookstore.com/sapiens-a-brief-history-of-humankind-9780062316097,37.5,0062316095,b'9780062316097',Yuval Noah Harari,Hardcover,464.0,"HarperCollins (February 10, 2015)",English
The Orphan Queen,https://bulkbookstore.com/the-orphan-queen-9780062317384,17.99,0062317385,b'9780062317384',Jodi Meadows,Hardcover,400.0,"HarperCollins (March 10, 2015)",English
Bone Gap,https://bulkbookstore.com/bone-gap-9780062317605,17.99,0062317601,b'9780062317605',Laura Ruby,Hardcover,368.0,"HarperCollins (March 3, 2015)",English
The Unraveling of Mercy Louis (A Novel),https://bulkbookstore.com/the-unraveling-of-mercy-louis-a-novel-9780062319098,25.99,0062319094,b'9780062319098',Keija Parssinen,Hardcover,336.0,"HarperCollins (March 10, 2015)",English
My Heart and Other Black Holes,https://bulkbookstore.com/my-heart-and-other-black-holes-9780062324672,17.99,0062324675,b'9780062324672',Jasmine Warga,Hardcover,320.0,"HarperCollins (February 10, 2015)",English
"Savage Harvest (A Tale of Cannibals, Colonialism, and Michael Rockefeller's Tragic Quest for Primitive Art)",https://bulkbookstore.com/savage-harvest-a-tale-of-cannibals-colonialism-and-michael-rockefellers-tragic-quest-for-primitive-art-9780062325310,18.99,0062325310,b'9780062325310',Carl Hoffman,Paperback,336.0,"HarperCollins (March 18, 2014)",English
Gray Work (Confessions of an American Paramilitary Spy) - 9780062326478,https://bulkbookstore.com/gray-work-lp-confessions-of-an-american-paramilitary-spy-9780062326478,29.99,0062326473,b'9780062326478',Jamie Smith,Paperback,704.0,"HarperCollins (April 7, 2015)",English
Better on Toast (Happiness on a Slice of Bread--70 Irresistible Recipes),https://bulkbookstore.com/better-on-toast-happiness-on-a-slice-of-bread-70-irresistible-recipes-9780062329042,27.5,0062329049,b'9780062329042',Jill Donenfeld,Hardcover,208.0,"HarperCollins (March 31, 2015)",English
Dog Crazy (A Novel of Love Lost and Found),https://bulkbookstore.com/dog-crazy-a-novel-of-love-lost-and-found-9780062331038,14.99,0062331035,b'9780062331038',Meg Donohue,Paperback,288.0,"HarperCollins (March 10, 2015)",English
Endgame: The Calling,https://bulkbookstore.com/endgame-the-calling-9780062332585,19.99,0062332589,b'9780062332585',"James Frey, Nils Johnson-Shelton",Hardcover,480.0,"HarperCollins (October 7, 2014)",English
It Started with a Scandal (Pennyroyal Green Series),https://bulkbookstore.com/it-started-with-a-scandal-pennyroyal-green-series-9780062334824,7.99,0062334824,b'9780062334824',Julie Anne Long,Paperback,384.0,"HarperCollins (March 31, 2015)",English
None of the Above,https://bulkbookstore.com/none-of-the-above-9780062335319,17.99,0062335316,b'9780062335319',I. W. Gregorio,Hardcover,352.0,"HarperCollins (April 7, 2015)",English
"The Promise of Palm Grove (Amish Brides of Pinecraft, Book One)",https://bulkbookstore.com/the-promise-of-palm-grove-amish-brides-of-pinecraft-book-one-9780062337702,12.99,006233770X,b'9780062337702',Shelley Shepard Gray,Paperback,288.0,"HarperCollins (January 27, 2015)",English
The Fires of Jubilee (Nat Turner's Fierce Rebellion),https://bulkbookstore.com/the-fires-of-jubilee-nat-turners-fierce-rebellion-9780060916701,13.99,0060916702,b'9780060916701',Stephen B. Oates,Paperback,208.0,"HarperCollins (June 3, 2014)",English
To Explain the World (The Discovery of Modern Science),https://bulkbookstore.com/to-explain-the-world-the-discovery-of-modern-science-9780062346650,28.99,0062346652,b'9780062346650',Steven Weinberg,Hardcover,432.0,"HarperCollins (February 17, 2015)",English
Simon vs. the Homo Sapiens Agenda,https://bulkbookstore.com/simon-vs-the-homo-sapiens-agenda-9780062348678,18.99,0062348671,b'9780062348678',Becky Albertalli,Hardcover,320.0,"HarperCollins (April 7, 2015)",English
The Tell-Tale Heart (A Novel),https://bulkbookstore.com/the-tell-tale-heart-a-novel-9780062348807,14.99,0062348809,b'9780062348807',Jill Dawson,Paperback,256.0,"HarperCollins (February 10, 2015)",English
Broken (LOST Series #1),https://bulkbookstore.com/broken-lost-series-1-9780062349569,8.99,0062349562,b'9780062349569',Cynthia Eden,Paperback,384.0,"HarperCollins (March 31, 2015)",English
150 Best Mini Interior Ideas,https://bulkbookstore.com/150-best-mini-interior-ideas-9780062352019,29.99,0062352016,b'9780062352019',Francesc Zamora,Hardcover,504.0,"HarperCollins (February 17, 2015)",English
Make It Count (A Bowler University Novel),https://bulkbookstore.com/make-it-count-a-bowler-university-novel-9780062353412,6.99,0062353411,b'9780062353412',Megan Erickson,Paperback,336.0,"HarperCollins (July 8, 2014)",English
A Reunion of Ghosts (A Novel),https://bulkbookstore.com/a-reunion-of-ghosts-a-novel-9780062355881,26.99,0062355880,b'9780062355881',Judith Claire Mitchell,Hardcover,400.0,"HarperCollins (March 24, 2015)",English
Revenger (A John Shakespeare Mystery),https://bulkbookstore.com/revenger-a-john-shakespeare-mystery-9780062356246,11.99,0062356240,b'9780062356246',Rory Clements,Paperback,480.0,"HarperCollins (December 2, 2014)",English
Fall With Me,https://bulkbookstore.com/fall-with-me-9780062362742,8.99,0062362747,b'9780062362742',Jennifer L. Armentrout,Paperback,384.0,"HarperCollins (March 31, 2015)",English
Chase Me (A Broke and Beautiful Novel),https://bulkbookstore.com/chase-me-a-broke-and-beautiful-novel-9780062369062,6.99,0062369067,b'9780062369062',Tessa Bailey,Paperback,272.0,"HarperCollins (March 17, 2015)",English
Rescue at Los Ba\xc3\xb1os (The Most Daring Prison Camp Raid of World War II) - 9780062370020,https://bulkbookstore.com/rescue-at-los-ba-os-lp-the-most-daring-prison-camp-raid-of-world-war-ii-9780062370020,27.99,0062370022,b'9780062370020',Bruce Henderson,Paperback,560.0,"HarperCollins (March 31, 2015)",English
The Kind Worth Killing (A Novel) - 9780062370044,https://bulkbookstore.com/the-kind-worth-killing-lp-a-novel-9780062370044,25.99,0062370049,b'9780062370044',Peter Swanson,Paperback,464.0,"HarperCollins (February 3, 2015)",English
A Dangerous Place (A Maisie Dobbs Novel) - 9780062370358,https://bulkbookstore.com/a-dangerous-place-lp-a-maisie-dobbs-novel-9780062370358,27.99,0062370359,b'9780062370358',Jacqueline Winspear,Paperback,432.0,"HarperCollins (March 17, 2015)",English
The Bookseller (A Novel) - 9780062370365,https://bulkbookstore.com/the-bookseller-lp-a-novel-9780062370365,25.99,0062370367,b'9780062370365',Cynthia Swanson,Paperback,464.0,"HarperCollins (March 3, 2015)",English
American Sniper [Movie Tie-in Edition] (The Autobiography of the Most Lethal Sniper in U.S. Military History),https://bulkbookstore.com/american-sniper-movie-tie-in-edition-the-autobiography-of-the-most-lethal-sniper-in-u-s-military-history-9780062376336,15.99,0062376330,b'9780062376336',"Chris Kyle, Scott McEwen, Jim DeFelice",Paperback,416.0,"HarperCollins (November 25, 2014)",English
The Nazi Officer's Wife (How One Jewish Woman Survived the Holocaust),https://bulkbookstore.com/the-nazi-officers-wife-how-one-jewish-woman-survived-the-holocaust-9780062378088,16.99,0062378082,b'9780062378088',"Edith Hahn Beer, Susan Dworkin",Paperback,352.0,"HarperCollins (March 10, 2015)",English
The Elusive Lord Everhart (The Rakes of Fallow Hall Series),https://bulkbookstore.com/the-elusive-lord-everhart-the-rakes-of-fallow-hall-series-9780062380494,8.99,0062380494,b'9780062380494',Vivienne Lorret,Paperback,336.0,"HarperCollins (April 14, 2015)",English
Divergent,https://bulkbookstore.com/divergent-9780062387240,12.99,0062387243,b'9780062387240',"Veronica Roth, Nicolas Delort",Paperback,576.0,"HarperCollins (September 30, 2014)",English
The Keeper: The Unguarded Story of Tim Howard Young Readers' Edition - 9780062387554,https://bulkbookstore.com/the-keeper-the-unguarded-story-of-tim-howard-young-readers-edition-9780062387554,16.99,0062387553,b'9780062387554',Tim Howard,Hardcover,288.0,"HarperCollins (December 9, 2014)",English
One Mile Under (A Ty Hauck Novel) - 9780062392749,https://bulkbookstore.com/one-mile-under-lp-a-ty-hauck-novel-9780062392749,26.99,0062392743,b'9780062392749',Andrew Gross,Paperback,592.0,"HarperCollins (April 7, 2015)",English
The Yiddish Policemen's Union (A Novel),https://bulkbookstore.com/the-yiddish-policemens-union-a-novel-9780007149827,28.99,0007149824,b'9780007149827',Michael Chabon,Hardcover,432.0,"HarperCollins (May 1, 2007)",English
Colors Insulting to Nature (A Novel),https://bulkbookstore.com/colors-insulting-to-nature-a-novel-9780007154579,13.95,0007154577,b'9780007154579',Cintra Wilson,Paperback,400.0,"HarperCollins (June 14, 2005)",English
Going Sane,https://bulkbookstore.com/going-sane-9780007155361,14.99,0007155360,b'9780007155361',Adam Phillips,Paperback,224.0,"HarperCollins (September 18, 2007)",English
Side Effects,https://bulkbookstore.com/side-effects-9780007155385,13.95,0007155387,b'9780007155385',Adam Phillips,Paperback,336.0,"HarperCollins (April 24, 2007)",English
Moondust (In Search of the Men Who Fell to Earth),https://bulkbookstore.com/moondust-in-search-of-the-men-who-fell-to-earth-9780007155422,13.95,0007155425,b'9780007155422',Andrew Smith,Paperback,384.0,"HarperCollins (August 8, 2006)",English
Man About Town (A Novel),https://bulkbookstore.com/man-about-town-a-novel-9780007156122,15.99,000715612X,b'9780007156122',Mark Merlis,Paperback,368.0,"HarperCollins (April 27, 2004)",English
Evening in the Palace of Reason (Bach Meets Frederick the Great in the Age of Enlightenment),https://bulkbookstore.com/evening-in-the-palace-of-reason-bach-meets-frederick-the-great-in-the-age-of-enlightenment-9780007156610,16.99,0007156618,b'9780007156610',James R. Gaines,Paperback,368.0,"HarperCollins (February 28, 2006)",English
The Speckled People (A Memoir of a Half-Irish Childhood),https://bulkbookstore.com/the-speckled-people-a-memoir-of-a-half-irish-childhood-9780007156634,13.99,0007156634,b'9780007156634',Hugo Hamilton,Paperback,304.0,"HarperCollins (April 27, 2004)",English
The Real Trial of Oscar Wilde,https://bulkbookstore.com/the-real-trial-of-oscar-wilde-9780007158058,18.99,000715805X,b'9780007158058',Merlin Holland,Paperback,384.0,"HarperCollins (October 5, 2004)",English
The Lucky Ones,https://bulkbookstore.com/the-lucky-ones-9780007161324,15.99,0007161328,b'9780007161324',Rachel Cusk,Paperback,240.0,"HarperCollins (October 4, 2005)",English
"The King, the Crook, and the Gambler (The True Story of the South Sea Bubble and the Greatest Financial Scandal in History)",https://bulkbookstore.com/the-king-the-crook-and-the-gambler-the-true-story-of-the-south-sea-bubble-and-the-greatest-financial-scandal-in-history-9780007161782,14.99,0007161786,b'9780007161782',Malcolm Balen,Paperback,256.0,"HarperCollins (June 1, 2004)",English
The Road to McCarthy (Around the World in Search of Ireland),https://bulkbookstore.com/the-road-to-mccarthy-around-the-world-in-search-of-ireland-9780007162130,14.99,0007162138,b'9780007162130',Pete McCarthy,Paperback,384.0,"HarperCollins (February 1, 2005)",English
Blood and Roses (One Family's Struggle and Triumph During the Tumultuous Wars of the Roses),https://bulkbookstore.com/blood-and-roses-one-familys-struggle-and-triumph-during-the-tumultuous-wars-of-the-roses-9780007162222,18.99,0007162227,b'9780007162222',Helen Castor,Paperback,464.0,"HarperCollins (April 3, 2007)",English
